Site,Date,Depth,Temp,Source
97_dat,2020-01-01,5,7.714926615357399,MY
97_dat,2020-01-01,10,7.714926615357399,MY
97_dat,2020-01-01,15,7.714926615357399,MY
97_dat,2020-01-01,20,7.714926615357399,MY
97_dat,2020-01-01,30,7.775719486176968,MY
97_dat,2020-01-02,5,7.482009351253509,MY
97_dat,2020-01-02,10,7.482009351253509,MY
97_dat,2020-01-02,15,7.482009351253509,MY
97_dat,2020-01-02,20,7.482009351253509,MY
97_dat,2020-01-02,30,7.536942668259144,MY
97_dat,2020-01-03,5,7.379467159509659,MY
97_dat,2020-01-03,10,7.379467159509659,MY
97_dat,2020-01-03,15,7.379467159509659,MY
97_dat,2020-01-03,20,7.379467159509659,MY
97_dat,2020-01-03,30,7.416089370846748,MY
97_dat,2020-01-04,5,7.324533842504024,MY
97_dat,2020-01-04,10,7.324533842504024,MY
97_dat,2020-01-04,15,7.324533842504024,MY
97_dat,2020-01-04,20,7.324533842504024,MY
97_dat,2020-01-04,30,7.345774725079536,MY
97_dat,2020-01-05,5,7.262276083230972,MY
97_dat,2020-01-05,10,7.262276083230972,MY
97_dat,2020-01-05,15,7.262276083230972,MY
97_dat,2020-01-05,20,7.262276083230972,MY
97_dat,2020-01-05,30,7.278389856219292,MY
97_dat,2020-01-06,5,7.191228993237019,MY
97_dat,2020-01-06,10,7.191228993237019,MY
97_dat,2020-01-06,15,7.191228993237019,MY
97_dat,2020-01-06,20,7.191228993237019,MY
97_dat,2020-01-06,30,7.205145433545113,MY
97_dat,2020-01-07,5,7.1531418934464455,MY
97_dat,2020-01-07,10,7.1531418934464455,MY
97_dat,2020-01-07,15,7.152409449219704,MY
97_dat,2020-01-07,20,7.151677004992962,MY
97_dat,2020-01-07,30,7.163396112620831,MY
97_dat,2020-01-08,5,6.826471768319607,MY
97_dat,2020-01-08,10,6.874080643057823,MY
97_dat,2020-01-08,15,6.907040633261204,MY
97_dat,2020-01-08,20,6.918759740889072,MY
97_dat,2020-01-08,30,6.990539275109768,MY
97_dat,2020-01-09,5,6.449995435774326,MY
97_dat,2020-01-09,10,6.461714543402195,MY
97_dat,2020-01-09,15,6.633838936686516,MY
97_dat,2020-01-09,20,6.658009596168995,MY
97_dat,2020-01-09,30,6.7502975687384605,MY
97_dat,2020-01-10,5,4.851069688796997,MY
97_dat,2020-01-10,10,5.260506011545658,MY
97_dat,2020-01-10,15,5.497817941009998,MY
97_dat,2020-01-10,20,5.628193013370037,MY
97_dat,2020-01-10,30,5.969512023031712,MY
97_dat,2020-01-11,5,3.167912855744362,MY
97_dat,2020-01-11,10,3.4813989847898483,MY
97_dat,2020-01-11,15,3.909878857433796,MY
97_dat,2020-01-11,20,4.188940107822418,MY
97_dat,2020-01-11,30,4.924314111471176,MY
97_dat,2020-01-12,5,3.0851466581225395,MY
97_dat,2020-01-12,10,3.268990159034729,MY
97_dat,2020-01-12,15,3.455030992627144,MY
97_dat,2020-01-12,20,3.709189139306545,MY
97_dat,2020-01-12,30,4.2577898651361465,MY
97_dat,2020-01-13,5,3.022156454622745,MY
97_dat,2020-01-13,10,3.196478180587292,MY
97_dat,2020-01-13,15,3.3019501492381096,MY
97_dat,2020-01-13,20,3.3905759006738663,MY
97_dat,2020-01-13,30,3.916470855474472,MY
97_dat,2020-01-14,5,3.0111697912216187,MY
97_dat,2020-01-14,10,3.169377744197845,MY
97_dat,2020-01-14,15,3.294625706970692,MY
97_dat,2020-01-14,20,3.4000976756215096,MY
97_dat,2020-01-14,30,3.893032640218735,MY
97_dat,2020-01-15,5,3.0258186757564545,MY
97_dat,2020-01-15,10,3.143742196261883,MY
97_dat,2020-01-15,15,3.272652380168438,MY
97_dat,2020-01-15,20,3.5121616423130035,MY
97_dat,2020-01-15,30,3.935514405369759,MY
97_dat,2020-01-16,5,3.0331431180238724,MY
